Sentence,processed_text,Sentiment
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",company supposed deliver machinery veneer mill tomsk region russia,neutral
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",building home improvement trade net sales totalled eur mn eur mn year earlier,negative
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",talks involved food ingredients divisions well group service functions company said,neutral
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,lloyds banking group share price lifts amid reports bank poised axe hundreds uk jobs,positive
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",outokumpu finland stainless steel manufacturer plans enter supply agreement indian railways,positive
Shire share price under pressure after $32bn Baxalta deal,shire share price pressure baxalta deal,negative
"However , he expects banks to provide alternative financing .",however expects banks provide alternative financing,positive
"It would be premature to talk about dates , volume and the investment procedure , '' he said .",would premature talk dates volume investment procedure said,neutral
"The Russian government will contribute 20 % of the necessary funds , he said .",russian government contribute necessary funds said,neutral
We are now in a position to pursue novel clinical candidates going forward . '',position pursue novel clinical candidates going forward,positive
Cymed 's net sales are expected to amount to EUR 3.5 mn in 2006 .,cymed net sales expected amount eur mn,neutral
"Operating profit decreased to nearly EUR 1.7 mn , however .",operating profit decreased nearly eur mn however,negative
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",following acquisitions panostaja establish new business unit focus heat treatment metals,neutral
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",finland neste oil awarded chemical industry federation finland innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat,positive
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,finnish paints company acquired remaining pct ukraine lgu undisclosed sum,neutral
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,atria also buy shares kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse property itikka,neutral
Terms of the acquisition were not disclosed .,terms acquisition disclosed,neutral
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",combined basware enterprise purchase pay portfolio provides high level automation procurement invoice workflows,neutral
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",company generates net sales mln euro mln annually employs,neutral
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,rsa insurance hires towergate egan chief financial officer,neutral
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",via move company aims annual savings eur million usd main part expected realized year,positive
"However , the bottom-line result improved thanks to positive financial items .",however result improved thanks positive financial items,positive
$NFLX +3% of the lows,nflx lows,positive
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,nyse owner ice may gatecrash deutsche merger,negative
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",ahlstrom headquartered helsinki finland global leader development manufacture marketing high performance materials,neutral
$DMND green and moving,dmnd green moving,positive
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",profit taxes amounted eur mn eur mn,neutral
The value of this kind of order amounts usually between Euro 2 and 3 million .,value kind order amounts usually euro million,neutral
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",cosmetics collection includes eye shadow face powder lip gloss mascara accessories,neutral
The increase range will vary up to 10 % .,increase range vary,neutral
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,boerse merger would signal end exchange,positive
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,operating profit continuing operations fell eur mn eur mn first half,negative
The company then said it will focus its resources on clinical research .,company said focus resources clinical research,neutral
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,glaston net profit third quarter dropped mln euro mln mln euro mln corresponding period,neutral
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",tekla structures installation built according microsoft requirements windows certification company added,neutral
