source,text,processed_text,year,sentiment
kaggle,Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,starbucks shares much sbux https,,negative
kaggle,Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,finnish beverage company olvi one last listed companies finland yet published financial result second quarter 2009,2009.0,neutral
kaggle,"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",measures included increasing synergies economies scale within grimaldi group personnel adjustments divestments redelivery excess tonnage,,neutral
kaggle,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",huhtamaki rigid plastic consumer goods operations mainly europe separated new reporting segment january 2009,2009.0,neutral
kaggle,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,standard chartered shares plunge fitch downgrade,,negative
kaggle,"With five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",five different game modes tournaments player multiplayer modes players much fun would actually fishing,,neutral
kaggle,GlaxoSmithKline starts hunt for successor to CEO Witty,glaxosmithkline starts hunt successor ceo witty,,neutral
kaggle,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",wife looking forward getting paycheck quipped recently current swirled around anchored heavily sponsored jet sled,,neutral
kaggle,London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,london stock exchange deutsche boerse merger threat brexit,,negative
kaggle,"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",transaction herttaassa holding alma media fallen flagging limit,,neutral
kaggle,The company specialises in temporary electrification and heating at construction sites .,company specialises temporary electrification heating construction sites,,neutral
kaggle,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,diluted loss per share narrowed eur eur,,positive
kaggle,"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",gross area innova project sq sq ft,,neutral
kaggle,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",course talks coming new projects involve material handling konecranes president ceo pekka lundmark said asked whether talking reliance industries supplying equipment upcoming refinery jamnagar,,neutral
kaggle,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",offer clients integrated management consulting total solutions complex projects efficient design supervision,,neutral
kaggle,The results will enable the preparation of a conceptual plant design and capital estimates .,results enable preparation conceptual plant design capital estimates,,neutral
kaggle,$MA http://stks.co/1CYN continues to consolidate / base here,http continues consolidate base,,positive
kaggle,The company did not distribute a dividend in 2005 .,company distribute dividend 2005,2005.0,neutral
kaggle,"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",total investment company wartsila share,,neutral
kaggle,The project is expected to be completed in 2009 .,project expected completed 2009,2009.0,neutral
kaggle,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",czech republic smaller profiling unit ostrava closed machinery gradually relocated ruukki bigger plants hungary poland romania end first quarter 2009,2009.0,neutral
kaggle,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,group order portfolio decreased eur mn eur mn,,negative
kaggle,"The study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies .",study expected provide proof pharmacodynamic activity humans corroborate safety profile establish dose ranges therapeutic studies,,neutral
kaggle,$KITD Looking for a oversold bounce.,kitd looking oversold bounce,,positive
kaggle,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",loss totaled eur mn compared loss eur mn first quarter 2005,2005.0,positive
kaggle,"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",metrics qpr scorecard support date text values improve support managing projects around performance content,,positive
kaggle,Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,key level watch fb today watching see hold support http,,neutral
kaggle,The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,pretax profit group life insurance business increased eur million eur million,,positive
kaggle,Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,actions improve operational efficiency adjust operations expected deliver annualised permanent cost savings around eur million effected mostly first half 2010,2010.0,positive
kaggle,The policy was also aimed at making the companies more profitable and competitive .,policy also aimed making companies profitable competitive,,positive
kaggle,The use case dramatically narrows if you go only with the hot s Ltd.,use case dramatically narrows go hot ltd,,neutral
kaggle,The offer represents a premium of 24 % over the stock 's closing price on Friday .,offer represents premium stock closing price friday,,positive
kaggle,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",earnings per share eps seen eur eur,,positive
kaggle,The value of the orders is over EUR 25mn .,value orders eur,,neutral
kaggle,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",company said shares holding company sold meadville holdings limited hong kong listed parent company meadville group,,neutral
kaggle,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,hack extra nefarious tweets activated without clicked enough web surfers move mouse cursors,,neutral
kaggle,"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",strategic cooperation rentakran brings us new customers relationships authorities new territories said jarmo laasanen senior manager cramo,,positive
kaggle,The share of the share capital of both above mentioned shareholders remains below 5 % .,share share capital mentioned shareholders remains,,neutral
kaggle,"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",qcom chart qualcomm short retracement trendline resistance https,,negative
kaggle,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,kallasvuo elected vice chairman board,,neutral
kaggle,Efficiency programs totalling 100 million euros are under way in Finnair .,efficiency programs totalling million euros way finnair,,positive
